ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	8565.977350618612	
1	9197.84599092154	
2	9729.710319684806	
3	10184.319466556448	
4	10656.129656206014	
5	10991.032953477776	
6	11248.858460969645	
7	11492.359258888939	
8	11679.383808893075	
9	11839.759681596586	
10	11962.68068674658	
11	12087.445398231217	
12	12182.259783834954	
13	12259.330725885777	
14	12319.069303924178	
15	12376.633202404739	
16	12412.149772038185	
17	12457.74685941959	
18	12489.124525333002	
19	12525.052620236747	
20	12548.967649143933	
21	12565.264714494315	
22	12590.740942983146	
23	12597.734762511276	
24	12620.189145149732	
25	12631.109714636485	
26	12656.301887166508	
27	12665.81316317115	
28	12660.887223261605	
29	12674.806347484453	
30	12678.54370129831	
31	12689.753420258925	
32	12703.29206746596	
33	12718.111021121025	
34	12726.352210810068	
35	12729.952108871965	
36	12736.499596947097	
37	12734.723536622078	
38	12733.397545484624	
39	12739.086232000445	
40	12749.995042011515	
41	12744.33339571307	
42	12757.983792486075	
43	12765.10327773381	
44	12782.330921053273	
45	12785.171815914786	
46	12792.793890458746	
47	12797.757593418739	
48	12806.69780328613	
49	12813.1361804107	
50	12809.177134862552	
51	12806.909582761245	
52	12805.540053218821	
53	12815.115613097085	
54	12800.25738947696	
55	12807.725188700975	
56	12799.45330657364	
57	12806.587700804834	
58	12807.17199274797	
59	12806.541836486856	
60	12805.803757761112	
61	12825.07695490525	
62	12818.18247924205	
63	12831.622681004292	
64	12820.947218861571	
65	12820.447128263937	
66	12810.642246958812	
67	12833.44099996497	
68	12810.69412405193	
69	12815.779114797204	
70	12826.178078031497	
71	12843.505472438226	
72	12848.334169428412	
73	12843.639486499542	
74	12846.183601607398	
75	12837.064805686827	
76	12846.664323476094	
77	12829.23852834411	
78	12839.470829354575	
79	12830.217312008328	
80	12833.560393915344	
81	12831.851274814373	
82	12831.569267626393	
83	12836.784031133628	
84	12824.208287897847	
85	12838.877423263417	
86	12831.484416628542	
87	12825.149016645795	
88	12836.462892862013	
89	12826.347100394843	
90	12820.804582916535	
91	12829.312629388889	
92	12812.982776331432	
93	12832.196783388461	
94	12838.263853518809	
95	12836.336130714759	
96	12856.30349052934	
97	12834.226538529942	
98	12850.408757140101	
99	12840.161780863995	
100	12848.445322368014	
