Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
72	11:06:07	11:06:07	11:06:07	11:06:07	11:06:45	11:06:45			11:06:45	11:06:45	11:06:45	11:06:45	11:09:25	11:09:25	11:09:25	11:09:25	11:09:25	11:09:25			11:09:25	11:09:25		00:00:00	00:00:37		00:00:00	00:00:00	00:02:39	00:00:00	00:00:00		00:00:00	00:03:17
73	11:09:25	11:09:25	11:09:25	11:09:25	11:10:04	11:10:04			11:10:04	11:10:04	11:10:05	11:10:05	11:12:44	11:12:44	11:12:44	11:12:44	11:12:44	11:12:44			11:12:45	11:12:45		00:00:00	00:00:38		00:00:00	00:00:01	00:02:39	00:00:00	00:00:00		00:00:00	00:03:19
74	11:12:45	11:12:45	11:12:45	11:12:45	11:13:22	11:13:22			11:13:22	11:13:22	11:13:24	11:13:24	11:16:09	11:16:09	11:16:09	11:16:09	11:16:09	11:16:09			11:16:09	11:16:09		00:00:00	00:00:37		00:00:00	00:00:01	00:02:45	00:00:00	00:00:00		00:00:00	00:03:24
75	11:16:09	11:16:09	11:16:09	11:16:09	11:16:49	11:16:49			11:16:49	11:16:49	11:16:50	11:16:50	11:19:33	11:19:33	11:19:33	11:19:33	11:19:33	11:19:33			11:19:34	11:19:34		00:00:00	00:00:39		00:00:00	00:00:00	00:02:43	00:00:00	00:00:00		00:00:00	00:03:24
76	11:19:34	11:19:34	11:19:34	11:19:34	11:20:14	11:20:14			11:20:14	11:20:14	11:20:14	11:20:14	11:22:55	11:22:55	11:22:55	11:22:55	11:22:55	11:22:55			11:22:58	11:22:58		00:00:00	00:00:39		00:00:00	00:00:00	00:02:40	00:00:00	00:00:00		00:00:02	00:03:23
77	11:22:58	11:22:58	11:22:58	11:22:58	11:23:36	11:23:36			11:23:36	11:23:36	11:23:36	11:23:36	11:26:25	11:26:25	11:26:25	11:26:25	11:26:25	11:26:25			11:26:27	11:26:27		00:00:00	00:00:38		00:00:00	00:00:00	00:02:48	00:00:00	00:00:00		00:00:01	00:03:28
78	11:26:27	11:26:27	11:26:27	11:26:27	11:27:06	11:27:06			11:27:06	11:27:06	11:27:06	11:27:06	11:30:02	11:30:02	11:30:02	11:30:02	11:30:02	11:30:02			11:30:04	11:30:04		00:00:00	00:00:38		00:00:00	00:00:00	00:02:55	00:00:00	00:00:00		00:00:01	00:03:37
79	11:30:04	11:30:04	11:30:04	11:30:04	11:30:47	11:30:47			11:30:47	11:30:47	11:30:47	11:30:47	11:33:16	11:33:16	11:33:17	11:33:17	11:33:17	11:33:17			11:33:18	11:33:18		00:00:00	00:00:42		00:00:00	00:00:00	00:02:29	00:00:00	00:00:00		00:00:01	00:03:14
80	11:33:18	11:33:18	11:33:18	11:33:18	11:33:58	11:33:58			11:33:58	11:33:58	11:33:58	11:33:58	11:36:41	11:36:41	11:36:41	11:36:41	11:36:41	11:36:41	11:36:41	11:36:41	11:37:01	11:37:01		00:00:00	00:00:39		00:00:00	00:00:00	00:02:43	00:00:00	00:00:00	00:00:00	00:00:19	00:03:42
81	11:37:01	11:37:01	11:37:02	11:37:02	11:37:42	11:37:42			11:37:42	11:37:42	11:37:43	11:37:43	11:40:16	11:40:16	11:40:16	11:40:16	11:40:16	11:40:16			11:40:17	11:40:17		00:00:00	00:00:40		00:00:00	00:00:00	00:02:33	00:00:00	00:00:00		00:00:00	00:03:15
82	11:40:17	11:40:17	11:40:17	11:40:17	11:40:58	11:40:58			11:40:58	11:40:58	11:40:58	11:40:58	11:43:54	11:43:54	11:43:54	11:43:54	11:43:54	11:43:54			11:43:56	11:43:56		00:00:00	00:00:41		00:00:00	00:00:00	00:02:55	00:00:00	00:00:00		00:00:02	00:03:39
83	11:43:56	11:43:56	11:43:56	11:43:56	11:44:37	11:44:37			11:44:37	11:44:37	11:44:38	11:44:38	11:47:31	11:47:31	11:47:31	11:47:31	11:47:31	11:47:31			11:47:32	11:47:32		00:00:00	00:00:41		00:00:00	00:00:00	00:02:53	00:00:00	00:00:00		00:00:00	00:03:35
84	11:47:32	11:47:32	11:47:32	11:47:32	11:48:10	11:48:10			11:48:10	11:48:10	11:48:10	11:48:10	11:50:56	11:50:56	11:50:56	11:50:56	11:50:56	11:50:56			11:50:56	11:50:56		00:00:00	00:00:38		00:00:00	00:00:00	00:02:45	00:00:00	00:00:00		00:00:00	00:03:24
85	11:50:56	11:50:56	11:50:56	11:50:56	11:51:35	11:51:35			11:51:35	11:51:35	11:51:35	11:51:35	13:02:04	13:02:04	13:02:04	13:02:04	13:02:04	13:02:04			13:02:04	13:02:04		00:00:00	00:00:38		00:00:00	00:00:00	01:10:28	00:00:00	00:00:00		00:00:00	01:11:08
86	13:02:05	13:02:05	13:02:05	13:02:05	13:02:38	13:02:38			13:02:39	13:02:39	13:02:40	13:02:40	13:05:17	13:05:17	13:05:17	13:05:17	13:05:17	13:05:17			13:05:19	13:05:19		00:00:00	00:00:33		00:00:00	00:00:01	00:02:37	00:00:00	00:00:00		00:00:01	00:03:14
87	13:05:19	13:05:19	13:05:19	13:05:19	13:05:55	13:05:55			13:05:56	13:05:56	13:05:56	13:05:56	13:08:32	13:08:32	13:08:32	13:08:32	13:08:32	13:08:32			13:08:33	13:08:33		00:00:00	00:00:36		00:00:00	00:00:00	00:02:35	00:00:00	00:00:00		00:00:01	00:03:14
88	13:08:34	13:08:34	13:08:34	13:08:34	13:09:12	13:09:12			13:09:12	13:09:12	13:09:13	13:09:13	13:12:05	13:12:05	13:12:05	13:12:05	13:12:05	13:12:05			13:12:08	13:12:08		00:00:00	00:00:37		00:00:00	00:00:00	00:02:52	00:00:00	00:00:00		00:00:02	00:03:33
89	13:12:08	13:12:08	13:12:08	13:12:08	13:12:45	13:12:45			13:12:46	13:12:46	13:12:46	13:12:46	13:15:30	13:15:30	13:15:30	13:15:30	13:15:30	13:15:30			13:15:32	13:15:32		00:00:00	00:00:37		00:00:00	00:00:00	00:02:44	00:00:00	00:00:00		00:00:01	00:03:23
90	13:15:32	13:15:32	13:15:32	13:15:32	13:16:10	13:16:10			13:16:10	13:16:10	13:16:11	13:16:11	13:19:00	13:19:00	13:19:00	13:19:00	13:19:00	13:19:00	13:19:00	13:19:00	13:19:19	13:19:19		00:00:00	00:00:37		00:00:00	00:00:01	00:02:48	00:00:00	00:00:00	00:00:00	00:00:19	00:03:47
91	13:19:19	13:19:19	13:19:20	13:19:20	13:23:41	13:23:41			13:23:41	13:23:41	13:23:42	13:23:42	13:26:18	13:26:18	13:26:18	13:26:18	13:26:18	13:26:18			13:26:18	13:26:18		00:00:00	00:04:21		00:00:00	00:00:00	00:02:35	00:00:00	00:00:00		00:00:00	00:06:58
92	13:26:18	13:26:18	13:26:18	13:26:18	13:26:55	13:26:55			13:26:56	13:26:56	13:26:56	13:26:56	13:29:23	13:29:23	13:29:23	13:29:23	13:29:24	13:29:24			13:29:24	13:29:24		00:00:00	00:00:37		00:00:00	00:00:00	00:02:27	00:00:00	00:00:00		00:00:00	00:03:05
93	13:29:24	13:29:24	13:29:24	13:29:24	13:30:03	13:30:03			13:30:03	13:30:03	13:30:04	13:30:04	13:32:41	13:32:41	13:32:41	13:32:41	13:32:41	13:32:41			13:32:42	13:32:42		00:00:00	00:00:39		00:00:00	00:00:00	00:02:37	00:00:00	00:00:00		00:00:00	00:03:17
94	13:32:42	13:32:42	13:32:42	13:32:42	13:33:20	13:33:20			13:33:20	13:33:20	13:33:20	13:33:20	13:35:51	13:35:51	13:35:51	13:35:51	13:35:51	13:35:51			13:35:52	13:35:52		00:00:00	00:00:37		00:00:00	00:00:00	00:02:30	00:00:00	00:00:00		00:00:00	00:03:09
95	13:35:52	13:35:52	13:35:52	13:35:52	13:36:32	13:36:32			13:36:32	13:36:32	13:36:33	13:36:33	13:38:57	13:38:57	13:38:57	13:38:57	13:38:57	13:38:57			13:38:58	13:38:58		00:00:00	00:00:40		00:00:00	00:00:00	00:02:24	00:00:00	00:00:00		00:00:00	00:03:06
96	13:38:58	13:38:58	13:38:58	13:38:58	13:39:37	13:39:37			13:39:37	13:39:37	13:39:37	13:39:37	13:42:00	13:42:00	13:42:00	13:42:00	13:42:00	13:42:00			13:42:01	13:42:01		00:00:00	00:00:38		00:00:00	00:00:00	00:02:22	00:00:00	00:00:00		00:00:01	00:03:03
97	13:42:02	13:42:02	13:42:02	13:42:02	13:42:38	13:42:38			13:42:39	13:42:39	13:42:39	13:42:39	13:44:59	13:44:59	13:44:59	13:44:59	13:44:59	13:44:59			13:45:02	13:45:02		00:00:00	00:00:36		00:00:00	00:00:00	00:02:20	00:00:00	00:00:00		00:00:02	00:03:00
98	13:45:02	13:45:02	13:45:02	13:45:02	13:45:39	13:45:39			13:45:39	13:45:39	13:45:40	13:45:40	13:48:09	13:48:09	13:48:09	13:48:09	13:48:09	13:48:09			13:48:11	13:48:11		00:00:00	00:00:36		00:00:00	00:00:00	00:02:29	00:00:00	00:00:00		00:00:02	00:03:08
99	13:48:11	13:48:11	13:48:11	13:48:11	13:48:48	13:48:48			13:48:48	13:48:48	13:48:48	13:48:48	13:51:19	13:51:19	13:51:19	13:51:19	13:51:19	13:51:19			13:51:21	13:51:21		00:00:00	00:00:36		00:00:00	00:00:00	00:02:30	00:00:00	00:00:00		00:00:01	00:03:09
100	13:51:21	13:51:21	13:51:21	13:51:21	13:51:58	13:51:58	13:51:58	13:52:10	13:52:10	13:52:10	13:52:10	13:52:10	13:54:51	13:54:51	13:54:51	13:54:51	13:54:51	13:54:51	13:54:56	13:54:56	13:55:15	13:55:15		00:00:00	00:00:37	00:00:11	00:00:11	00:00:00	00:02:41	00:00:00	00:00:00	00:00:00	00:00:23	00:03:53
