Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
71	17:53:34	17:53:34	17:53:35	17:53:35	17:54:13	17:54:13			17:54:13	17:54:13	17:54:13	17:54:13	17:57:07	17:57:07	17:57:07	17:57:07	17:57:07	17:57:07			17:57:08	17:57:08		00:00:00	00:00:38		00:00:00	00:00:00	00:02:53	00:00:00	00:00:00		00:00:00	00:03:33
72	17:57:08	17:57:08	17:57:08	17:57:08	17:57:46	17:57:46			17:57:47	17:57:47	17:57:47	17:57:47	18:01:18	18:01:18	18:01:18	18:01:18	18:01:18	18:01:18			18:01:20	18:01:20		00:00:00	00:00:38		00:00:00	00:00:00	00:03:31	00:00:00	00:00:00		00:00:01	00:04:12
73	18:01:20	18:01:20	18:01:20	18:01:20	18:02:10	18:02:10			18:02:10	18:02:10	18:02:11	18:02:11	18:05:45	18:05:45	18:05:45	18:05:45	18:05:45	18:05:45			18:05:45	18:05:45		00:00:00	00:00:49		00:00:00	00:00:00	00:03:33	00:00:00	00:00:00		00:00:00	00:04:25
74	18:05:46	18:05:46	18:05:46	18:05:46	18:06:33	18:06:33			18:06:34	18:06:34	18:06:34	18:06:34	18:09:59	18:09:59	18:09:59	18:09:59	18:09:59	18:09:59			18:10:00	18:10:00		00:00:00	00:00:47		00:00:00	00:00:00	00:03:25	00:00:00	00:00:00		00:00:00	00:04:14
75	18:10:00	18:10:00	18:10:00	18:10:00	18:12:07	18:12:07			18:12:08	18:12:08	18:12:08	18:12:08	18:58:38	18:58:38	18:58:38	18:58:38	18:58:38	18:58:38			18:58:39	18:58:39		00:00:00	00:02:07		00:00:00	00:00:00	00:46:29	00:00:00	00:00:00		00:00:00	00:48:38
76	18:58:39	18:58:39	18:58:39	18:58:39	18:59:24	18:59:24			18:59:24	18:59:24	18:59:24	18:59:24	19:02:37	19:02:37	19:02:38	19:02:38	19:02:38	19:02:38			19:02:40	19:02:40		00:00:00	00:00:44		00:00:00	00:00:00	00:03:13	00:00:00	00:00:00		00:00:01	00:04:00
77	19:02:40	19:02:40	19:02:40	19:02:40	19:03:14	19:03:14			19:03:15	19:03:15	19:03:15	19:03:15	19:06:36	19:06:36	19:06:36	19:06:36	19:06:37	19:06:37			19:06:47	19:06:47		00:00:00	00:00:34		00:00:00	00:00:00	00:03:20	00:00:00	00:00:00		00:00:10	00:04:07
78	19:06:48	19:06:48	19:06:48	19:06:48	19:07:39	19:07:39			19:07:40	19:07:40	19:07:41	19:07:41	19:11:04	19:11:04	19:11:04	19:11:04	19:11:04	19:11:04			19:11:09	19:11:09		00:00:00	00:00:51		00:00:00	00:00:00	00:03:23	00:00:00	00:00:00		00:00:04	00:04:21
79	19:11:09	19:11:09	19:11:09	19:11:09	19:11:52	19:11:52			19:11:52	19:11:52	19:11:52	19:11:52	19:15:07	19:15:07	19:15:07	19:15:07	19:15:07	19:15:07			19:15:09	19:15:09		00:00:00	00:00:42		00:00:00	00:00:00	00:03:14	00:00:00	00:00:00		00:00:02	00:04:00
80	19:15:09	19:15:09	19:15:09	19:15:09	19:15:48	19:15:48			19:15:48	19:15:48	19:15:49	19:15:49	19:18:53	19:18:53	19:18:54	19:18:54	19:18:54	19:18:54	19:18:54	19:18:54	19:19:16	19:19:16		00:00:00	00:00:38		00:00:00	00:00:00	00:03:04	00:00:00	00:00:00	00:00:00	00:00:22	00:04:06
81	19:19:16	19:19:16	19:19:16	19:19:16	19:20:02	19:20:02			19:20:02	19:20:02	19:20:04	19:20:04	19:23:18	19:23:18	19:23:18	19:23:18	19:23:18	19:23:18			19:23:18	19:23:18		00:00:00	00:00:45		00:00:00	00:00:01	00:03:13	00:00:00	00:00:00		00:00:00	00:04:02
82	19:23:18	19:23:18	19:23:18	19:23:18	19:24:00	19:24:00			19:24:00	19:24:00	19:24:00	19:24:00	19:27:26	19:27:26	19:27:26	19:27:26	19:27:26	19:27:26			19:27:27	19:27:27		00:00:00	00:00:41		00:00:00	00:00:00	00:03:25	00:00:00	00:00:00		00:00:01	00:04:08
83	19:27:27	19:27:27	19:27:27	19:27:27	19:28:08	19:28:08			19:28:08	19:28:08	19:28:09	19:28:09	19:31:15	19:31:15	19:31:15	19:31:15	19:31:15	19:31:15			19:31:15	19:31:15		00:00:00	00:00:40		00:00:00	00:00:00	00:03:06	00:00:00	00:00:00		00:00:00	00:03:48
84	19:31:16	19:31:16	19:31:16	19:31:16	19:31:57	19:31:57			19:31:57	19:31:57	19:31:58	19:31:58	19:34:58	19:34:58	19:34:58	19:34:58	19:34:58	19:34:58			19:34:58	19:34:58		00:00:00	00:00:41		00:00:00	00:00:00	00:03:00	00:00:00	00:00:00		00:00:00	00:03:42
85	19:34:58	19:34:58	19:34:58	19:34:58	19:35:36	19:35:36			19:35:36	19:35:36	19:35:36	19:35:36	19:38:39	19:38:39	19:38:39	19:38:39	19:38:40	19:38:40			19:38:40	19:38:40		00:00:00	00:00:37		00:00:00	00:00:00	00:03:03	00:00:00	00:00:00		00:00:00	00:03:41
86	19:38:41	19:38:41	19:38:41	19:38:41	19:39:24	19:39:24			19:39:24	19:39:24	19:39:25	19:39:25	19:42:40	19:42:40	19:42:40	19:42:40	19:42:40	19:42:40			19:42:46	19:42:46		00:00:00	00:00:43		00:00:00	00:00:00	00:03:14	00:00:00	00:00:00		00:00:05	00:04:04
87	19:42:46	19:42:46	19:42:46	19:42:46	19:43:26	19:43:26			19:43:27	19:43:27	19:43:27	19:43:27	19:46:25	19:46:25	19:46:25	19:46:25	19:46:25	19:46:25			19:46:27	19:46:27		00:00:00	00:00:40		00:00:00	00:00:00	00:02:57	00:00:00	00:00:00		00:00:02	00:03:41
88	19:46:27	19:46:27	19:46:27	19:46:27	19:47:04	19:47:04			19:47:04	19:47:04	19:47:05	19:47:05	19:50:00	19:50:00	19:50:00	19:50:00	19:50:00	19:50:00			19:50:02	19:50:02		00:00:00	00:00:36		00:00:00	00:00:00	00:02:55	00:00:00	00:00:00		00:00:01	00:03:35
89	19:50:03	19:50:03	19:50:03	19:50:03	19:50:42	19:50:42			19:50:43	19:50:43	19:50:43	19:50:43	19:53:41	19:53:41	19:53:41	19:53:41	19:53:41	19:53:41			19:53:43	19:53:43		00:00:00	00:00:39		00:00:00	00:00:00	00:02:58	00:00:00	00:00:00		00:00:01	00:03:40
90	19:53:43	19:53:43	19:53:43	19:53:43	19:54:24	19:54:24			19:54:24	19:54:24	19:54:24	19:54:24	19:57:13	19:57:13	19:57:13	19:57:13	19:57:13	19:57:13	19:57:13	19:57:13	19:57:35	19:57:35		00:00:00	00:00:40		00:00:00	00:00:00	00:02:49	00:00:00	00:00:00	00:00:00	00:00:21	00:03:51
91	19:57:35	19:57:35	19:57:35	19:57:35	19:58:13	19:58:13			19:58:13	19:58:13	19:58:14	19:58:14	20:01:16	20:01:16	20:01:16	20:01:16	20:01:16	20:01:16			20:01:17	20:01:17		00:00:00	00:00:37		00:00:00	00:00:00	00:03:02	00:00:00	00:00:00		00:00:00	00:03:41
92	20:01:17	20:01:17	20:01:17	20:01:17	20:01:55	20:01:55			20:01:55	20:01:55	20:01:56	20:01:56	20:04:37	20:04:37	20:04:37	20:04:37	20:04:37	20:04:37			20:04:38	20:04:38		00:00:00	00:00:38		00:00:00	00:00:00	00:02:41	00:00:00	00:00:00		00:00:00	00:03:20
93	20:04:38	20:04:38	20:04:38	20:04:38	20:05:14	20:05:14			20:05:14	20:05:14	20:05:14	20:05:14	20:07:39	20:07:39	20:07:39	20:07:39	20:07:39	20:07:39			20:07:40	20:07:40		00:00:00	00:00:36		00:00:00	00:00:00	00:02:24	00:00:00	00:00:00		00:00:00	00:03:01
94	20:07:40	20:07:40	20:07:40	20:07:40	20:08:16	20:08:16			20:08:16	20:08:16	20:08:17	20:08:17	20:10:54	20:10:54	20:10:54	20:10:54	20:10:54	20:10:54			20:10:55	20:10:55		00:00:00	00:00:36		00:00:00	00:00:00	00:02:37	00:00:00	00:00:00		00:00:00	00:03:15
95	20:10:55	20:10:55	20:10:55	20:10:55	20:11:34	20:11:34			20:11:34	20:11:34	20:11:34	20:11:34	20:14:10	20:14:10	20:14:10	20:14:10	20:14:10	20:14:10			20:14:11	20:14:11		00:00:00	00:00:38		00:00:00	00:00:00	00:02:36	00:00:00	00:00:00		00:00:00	00:03:15
96	20:14:11	20:14:11	20:14:11	20:14:11	20:14:50	20:14:50			20:14:50	20:14:50	20:14:51	20:14:51	20:17:26	20:17:26	20:17:26	20:17:26	20:17:26	20:17:26			20:17:29	20:17:29		00:00:00	00:00:39		00:00:00	00:00:00	00:02:34	00:00:00	00:00:00		00:00:02	00:03:17
97	20:17:29	20:17:29	20:17:29	20:17:29	20:18:08	20:18:08			20:18:08	20:18:08	20:18:08	20:18:08	20:20:48	20:20:48	20:20:48	20:20:48	20:20:48	20:20:48			20:20:49	20:20:49		00:00:00	00:00:38		00:00:00	00:00:00	00:02:39	00:00:00	00:00:00		00:00:01	00:03:20
98	20:20:50	20:20:50	20:20:50	20:20:50	20:21:28	20:21:28			20:21:28	20:21:28	20:21:29	20:21:29	20:24:00	20:24:00	20:24:00	20:24:00	20:24:00	20:24:00			20:24:02	20:24:02		00:00:00	00:00:38		00:00:00	00:00:00	00:02:31	00:00:00	00:00:00		00:00:01	00:03:12
99	20:24:02	20:24:02	20:24:02	20:24:02	20:24:38	20:24:38			20:24:38	20:24:38	20:24:39	20:24:39	20:27:15	20:27:15	20:27:15	20:27:15	20:27:16	20:27:16			20:27:17	20:27:17		00:00:00	00:00:36		00:00:00	00:00:00	00:02:36	00:00:00	00:00:00		00:00:01	00:03:15
100	20:27:17	20:27:17	20:27:17	20:27:17	20:27:58	20:27:58	20:27:58	20:28:09	20:28:09	20:28:09	20:28:10	20:28:10	20:30:43	20:30:43	20:30:43	20:30:43	20:30:43	20:30:43	20:30:48	20:30:48	20:31:06	20:31:06		00:00:00	00:00:40	00:00:11	00:00:11	00:00:00	00:02:33	00:00:00	00:00:00	00:00:00	00:00:22	00:03:48
