linkID,volume,capacity
147592,3,4000.0
231207,1,1200.0
172543,4,1200.0
172544,14,4000.0
245860,1,2000.0
172540,34,3000.0
172541,16,1200.0
172542,6,1200.0
4021,1,1200.0
245861,2,2000.0
245862,1,2000.0
172537,21,3000.0
172538,31,3000.0
172539,24,3000.0
147598,11,1200.0
147599,2,1200.0
4016,1,1200.0
304612,9,1200.0
304613,1,1200.0
231230,2,1200.0
304615,3,1200.0
245830,2,2000.0
245833,3,2000.0
76360,2,1200.0
76361,8,1200.0
245835,3,2000.0
76362,5,1200.0
231228,16,2000.0
231229,17,2000.0
76363,7,1200.0
76364,4,1200.0
76365,5,1200.0
76366,3,1200.0
76367,10,1200.0
76368,5,1200.0
76369,7,1200.0
4026,1,1200.0
367522-367467,2,1200.0
304628,1,1200.0
304623,3,2000.0
304624,1,2000.0
304625,9,1200.0
206285,2,1200.0
304626,1,1200.0
549048-304359-304360,9,4000.0
37811-37809,1,1200.0
206286,1,3000.0
245840,4,1200.0
245841,3,1200.0
206289,16,3600.0
270859,2,1200.0
304717,1,1200.0
304713,9,2000.0
304714,8,2000.0
245894,39,8000.0
509865,2,2000.0
206298,7,6000.0
206299,9,6000.0
509866,1,2000.0
509867,2,2000.0
304719,6,1200.0
461472,5,1200.0
509868,1,2000.0
509869,2,2000.0
42918,26,6000.0
270850,4,1200.0
270851,3,1200.0
270852,4,1200.0
298395-298393,23,2000.0
304721,6,1200.0
270853,4,1200.0
304727,3,1200.0
304728,1,1200.0
304729,3,1200.0
304723,9,1200.0
304724,3,1200.0
42912,67,6000.0
42913,67,6000.0
42914,73,6000.0
42915,1,1200.0
42911,68,6000.0
304730,2,1200.0
304731,3,1200.0
304732,2,1200.0
522915-522917,1,2400.0
270836,2,6000.0
270837,2,6000.0
461458,15,6000.0
461459,1,6000.0
231274,1,1200.0
461454,2,1200.0
509887,17,8000.0
461455,3,1200.0
461456,5,1200.0
42903,23,6000.0
461457,2,1200.0
42904,24,6000.0
461452,2,1200.0
245879,10,4000.0
461453,2,1200.0
306876-251169-251167,18,6000.0
461460,1,6000.0
245880,10,4000.0
580574-580575,4,8000.0
270830,2,6000.0
270831,2,6000.0
270834,2,6000.0
270835,2,6000.0
304704,4,4000.0
304705,7,4000.0
509870,1,2000.0
270828,2,6000.0
509871,2,2000.0
461469,1,1200.0
304701,3,1200.0
304703,4,4000.0
245883,19,2000.0
509875,3,1200.0
461466,3,1200.0
245885,22,3000.0
461467,1,1200.0
461468,3,1200.0
461461,1,6000.0
461462,1,6000.0
245888,4,2400.0
22404-22406,4,3000.0
461463,1,6000.0
534806,1,1200.0
461470,3,1200.0
461471,1,1200.0
245891,1,1200.0
245893,1,1200.0
231290,1,1200.0
4097,1,2000.0
231292,5,1200.0
231293,6,1200.0
461438,8,1200.0
231296,12,1200.0
461439,1,1200.0
369300-570864,4,1200.0
243669-243670,4,1200.0
17928,3,1200.0
17929,1,1200.0
231288,1,1200.0
67404-67402,1,1200.0
619324-619325-233556,26,9000.0
461443,3,1200.0
520225,1,1200.0
461442,3,1200.0
206824-194891-55896,23,6000.0
436472,3,1200.0
534841,56,12000.0
17902,8,1200.0
534837,69,6000.0
83358-83371-83369,2,1200.0
270869,1,4000.0
333685-333686,6,1200.0
436491,1,1200.0
436492,1,1200.0
436493,1,1200.0
436498,5,1200.0
534842,36,12000.0
231297,7,1200.0
231298,9,1200.0
231299,11,1200.0
270864,1,1200.0
436494,7,1200.0
436495,7,1200.0
270867,1,4000.0
436496,6,1200.0
270868,1,4000.0
436497,5,1200.0
522918-522916,1,2400.0
593199,9,1200.0
306497-306498,3,4000.0
251906-496502,1,1200.0
593186,1,1200.0
593191,6,1200.0
593192,3,1200.0
436433,1,1200.0
228032-391838,8,6000.0
509800,4,1200.0
575504-406439-34623,1,1200.0
274045-274043-50093,3,1200.0
186846-322151,7,2000.0
42973,1,1200.0
565617-565615-565613-565611-247332,14,3000.0
42978,1,1200.0
42974,1,1200.0
42977,1,1200.0
279237,41,12000.0
567413-441303,12,6000.0
279238,57,12000.0
42960,31,6000.0
42961,32,6000.0
42962,7,1200.0
377619,1,1200.0
92956-140994-168409,5,6000.0
338095,1,1200.0
338096,1,1200.0
338097,1,1200.0
338098,1,1200.0
338099,1,1200.0
377612,1,1200.0
593162,1,2400.0
522147-600607,1,4000.0
338081,9,1200.0
338082,11,1200.0
42950,30,6000.0
42951,26,6000.0
338083,14,1200.0
259865-429170,1,1200.0
338084,13,1200.0
338085,1,1200.0
338087,1,1200.0
509811,3,1200.0
593149,1,1200.0
593151,1,1200.0
42949,32,6000.0
588189-588191-132481,6,3000.0
17981,3,1200.0
17983,1,1200.0
17980,3,1200.0
593179,4,1200.0
42948,1,1200.0
442785-442787,1,1200.0
593182,1,1200.0
593183,1,1200.0
593184,1,1200.0
593185,1,1200.0
593180,3,1200.0
593181,1,1200.0
17985,1,1200.0
17987,1,1200.0
17988,2,1200.0
377627,1,1200.0
377628,2,1200.0
17995,15,4000.0
344512-550965-550969,8,1200.0
509830,7,1200.0
42934,1,1200.0
509831,1,1200.0
593169,10,3000.0
509832,2,1200.0
197516-197517,3,1200.0
42936,1,1200.0
377624,1,1200.0
396727-207201,17,6000.0
509829,1,1200.0
42928,2,1200.0
417080,5,3000.0
226339,3,1200.0
442045,1,1200.0
226343,7,1200.0
226344,9,1200.0
226340,7,1200.0
544837-544835,8,3000.0
417084,2,2000.0
417085,9,2000.0
417086,2,2000.0
417087,9,2000.0
456696,1,1200.0
456699,13,4000.0
226329,3,6000.0
265938,1,1200.0
265939,1,1200.0
76490,5,4000.0
76491,5,4000.0
265935,30,8000.0
265936,25,8000.0
251300,1,1200.0
251302,1,1200.0
251307,2,1200.0
251308,2,1200.0
251304,1,1200.0
251306,1,1200.0
265920,9,1200.0
481624,1,4000.0
515525,1,1200.0
481625,2,4000.0
265924,6,600.0
446644-446646,1,1200.0
481611,1,1200.0
456677,2,6000.0
481613,1,1200.0
265915,2,600.0
265916,3,600.0
265917,4,600.0
265918,5,1200.0
265913,1,600.0
265914,3,600.0
442046,1,1200.0
442047,1,1200.0
442049,1,1200.0
265919,1,1200.0
481619,1,1200.0
192460,1,1200.0
192461,1,1200.0
192463,1,1200.0
515544,1,2400.0
456644,4,2000.0
481603,1,1200.0
167477,7,6000.0
515535,2,1200.0
167465,1,1200.0
167467,1,1200.0
226372,1,1200.0
138233-138231,2,2000.0
523542-523543-601802-182244-182245-319582,5,8000.0
251310,2,1200.0
167497,1,1200.0
417069,1,6000.0
167499,76,16000.0
192412,6,1200.0
192415,10,2000.0
523773-73762-73763-73764,2,4000.0
192416,24,2000.0
417065,1,6000.0
529918-529911,1,4000.0
417067,1,6000.0
515555,2,2400.0
515556,1,2400.0
515557,2,2400.0
515558,1,2400.0
515551,2,2400.0
515552,1,2400.0
515553,2,2400.0
515554,1,2400.0
167490,13,6000.0
620997-537669,1,1200.0
563255-563279,4,3000.0
515550,2,2400.0
23234-23235-23236-23237,6,1200.0
167493,2,1200.0
167494,1,1200.0
167495,1,1200.0
94706-54737,5,1200.0
192425,9,3000.0
192426,9,3000.0
442008,4,8000.0
417071,1,6000.0
515549,3,2400.0
456604,3,2000.0
456605,1,2000.0
299314,25,4000.0
390467-586404,1,4000.0
456612,6,4000.0
456614,32,4000.0
456615,4,8000.0
4102,2,3000.0
456618,2,1200.0
456619,1,1200.0
423933-423934,1,3000.0
251392,1,6000.0
417017,8,1200.0
417018,9,1200.0
417019,12,1200.0
456620,36,4000.0
299332,5,1200.0
299333,5,1200.0
117148-117149-117150,1,4000.0
4103,1,3000.0
417020,5,1200.0
251358,2,1200.0
4124,1,1200.0
273478-346480-273498-273496-346412-374906,1,1200.0
1027-157800,4,2000.0
251365,6,6000.0
251366,6,6000.0
290942,1,1200.0
290943,2,1200.0
563306-563307,10,1200.0
588491,2,1200.0
588493,4,1200.0
4126,1,1200.0
290944,9,1200.0
588499,1,2000.0
588478,11,2400.0
588479,16,2400.0
311949-586728,15,1200.0
588480,15,2400.0
392263-392264,1,1200.0
290191-290189-290187,8,1200.0
251398,9,2000.0
251399,5,2000.0
76488,5,4000.0
251396,23,6000.0
76489,5,4000.0
87747-565163,19,3000.0
310192,8,4000.0
310194,1,1200.0
310199,3,1200.0
358214,1,2000.0
76478,3,1200.0
4172,1,1200.0
588567,1,2000.0
4173,1,1200.0
518447-518441,1,6000.0
292598-247290,23,6000.0
316773-442550,2,1200.0
613954,1,4000.0
349817-341540-341413-119773-126982,48,8000.0
588565,1,2000.0
4199,1,1200.0
304262-304265,3,1200.0
358123,1,1200.0
358124,1,1200.0
358126,1,1200.0
540595,6,4000.0
397743,11,6000.0
397744,11,6000.0
397745,11,6000.0
397740,7,3000.0
242140-242141,1,1200.0
397746,11,6000.0
397747,11,6000.0
613922,20,3000.0
613924,3,1200.0
298741-254212-247734,7,1200.0
442004-88415,3,6000.0
33637-303802-33564,1,1200.0
372080-414461,41,16000.0
613910,1,1200.0
518402-518400,2,6000.0
397723,3,1200.0
501588-501589,30,8000.0
397728,10,6000.0
397729,8,6000.0
460839-47845,26,3000.0
397724,3,1200.0
397725,9,1200.0
397726,10,6000.0
397727,9,6000.0
358167,11,3000.0
613900,10,3000.0
613901,25,3000.0
613902,10,3000.0
613903,25,3000.0
613904,10,3000.0
383110,7,6000.0
613905,3,1200.0
613906,5,1200.0
285341-74884-74886,1,1200.0
613907,3,1200.0
613908,1,1200.0
613909,3,1200.0
519436-99938-128663-99928,67,12000.0
383119,1,3000.0
397731,8,6000.0
397732,11,6000.0
588534,1,2000.0
397733,8,6000.0
588535,1,4000.0
397730,10,6000.0
325358-325356,1,1200.0
397739,6,3000.0
298878-298879-298880,58,12000.0
383103,4,6000.0
383104,5,6000.0
358175,1,1200.0
358177,1,1200.0
131169-358283,7,2000.0
358173,1,1200.0
383105,4,6000.0
588540,1,4000.0
383106,5,3000.0
383107,4,3000.0
383108,1,2000.0
380955-501865,11,6000.0
397786,1,1200.0
515589,78,12000.0
397787,5,4000.0
397788,4,4000.0
383134,8,3000.0
383130,3,3000.0
383131,5,3000.0
383132,8,3000.0
383133,5,3000.0
397791,2,4000.0
397792,5,4000.0
324830,17,3000.0
324831,22,3000.0
397798,1,1200.0
324832,17,3000.0
27102-27103-27104,11,8000.0
324833,23,3000.0
540536,1,4000.0
397793,2,4000.0
324834,15,3000.0
324835,24,3000.0
397794,5,4000.0
446593-446472,1,4000.0
324836,20,3000.0
397795,2,4000.0
324837,18,3000.0
310200,4,1200.0
383120,4,3000.0
383121,2,3000.0
383122,3,3000.0
310207,1,1200.0
448276-448274,1,2000.0
383127,2,3000.0
383128,2,3000.0
383129,2,3000.0
397764,7,1200.0
324820,15,3000.0
588501,1,2000.0
324821,21,3000.0
324822,20,3000.0
588503,1,2000.0
324823,18,3000.0
324824,20,3000.0
588505,1,2000.0
324825,20,3000.0
324826,20,3000.0
588507,1,2000.0
324827,18,3000.0
588508,1,2000.0
324828,21,3000.0
588509,1,2000.0
324829,21,3000.0
277086-422321-422323-277067-277069-3327-97840,2,1200.0
590739-353379-334655,3,2000.0
91865-91867,5,1200.0
150427-150428-150429,1,8000.0
236752-236754,1,1200.0
324812,21,3000.0
324813,15,3000.0
324814,29,3000.0
324815,15,3000.0
324816,25,3000.0
324817,17,3000.0
324818,21,3000.0
519394-317616,7,12000.0
324819,22,3000.0
515590,26,12000.0
471416-471414,1,1200.0
167442,1,1200.0
315798-315824,3,9000.0
253723-151256-151263,4,6000.0
548790-110617,7,2400.0
540584,1,1200.0
226421,4,4000.0
226422,4,4000.0
540591,17,4000.0
540592,16,4000.0
540593,7,4000.0
540594,8,4000.0
540578,1,1200.0
481556,5,4000.0
2696-276751-276749,26,3000.0
481557,3,4000.0
540576,19,2000.0
226406,1,1200.0
226408,3,600.0
517390-491368,1,9000.0
540580,1,1200.0
540582,1,1200.0
117069-155730,3,4000.0
537180-537182-537184,2,1200.0
161136-160286,1,1200.0
168671-168673,2,2000.0
226439,2,4000.0
613995,1,2000.0
226442,6,4000.0
167411,2,2000.0
226444,1,2400.0
167413,2,2000.0
383196,1,1200.0
83467-83469,1,3000.0
226440,5,4000.0
226441,2,4000.0
540570,1,1200.0
167419,1,1200.0
540572,1,1200.0
540555,5,1200.0
294415-294417-294419,5,1200.0
540554,14,1200.0
383192,1,1200.0
383194,1,1200.0
454741-454737,5,6000.0
383190,1,1200.0
383188,1,1200.0
442160,1,1200.0
442162,1,1200.0
442163,1,1200.0
442165,1,1200.0
192356,1,1200.0
251417,24,6000.0
481753,4,1200.0
481754,2,1200.0
70284-520036-520037,84,16000.0
481755,3,1200.0
481756,2,1200.0
481757,3,1200.0
442150,1,1200.0
167393,1,4000.0
226446,4,1200.0
226447,8,1200.0
481751,4,1200.0
226448,2,1200.0
226449,2,1200.0
430333-430334,2,4000.0
226450,2,1200.0
226451,4,1200.0
251428,10,6000.0
251429,10,6000.0
251426,15,1200.0
481743,14,6000.0
226486,9,1200.0
226487,2,1200.0
226482,6,1200.0
226483,3,1200.0
226484,8,1200.0
226485,3,1200.0
226480,6,1200.0
456791,1,1200.0
226481,3,1200.0
456792,1,1200.0
413447-147011,7,4000.0
12136-382620,7,1200.0
442173,1,1200.0
442175,1,1200.0
226477,4,1200.0
251400,9,2000.0
226478,3,1200.0
251401,5,2000.0
226471,5,1200.0
226472,5,1200.0
226473,6,1200.0
251406,25,6000.0
251407,25,6000.0
251408,25,6000.0
226470,6,1200.0
251404,7,1200.0
251405,25,6000.0
481720,15,2000.0
481721,6,2000.0
481722,14,2000.0
167354,18,6000.0
417167,1,1200.0
167355,18,6000.0
167356,18,6000.0
442115,1,1200.0
442116,2,1200.0
442117,1,1200.0
417165,1,1200.0
456773,6,1200.0
456774,7,1200.0
515414,1,3000.0
167351,62,18000.0
417178,1,2000.0
226498,25,6000.0
417179,6,2000.0
226499,25,6000.0
442105,1,4000.0
340017-263884-263888-115880,9,1200.0
442106,1,4000.0
442107,1,4000.0
481717,6,1200.0
442109,1,1200.0
481719,6,2000.0
417174,4,2000.0
515405,1,1200.0
456742,36,9000.0
515446,1,1200.0
456743,2,1200.0
54463-27185,2,1200.0
591311-591312,1,1200.0
456746,11,6000.0
290373-448331-448333-351093,1,1200.0
167381,7,2400.0
167382,2,2400.0
251430,7,6000.0
251439,6,2000.0
481708,1,1200.0
515438,1,2000.0
251436,8,6000.0
251437,21,8000.0
251438,28,8000.0
456753,15,3000.0
456754,26,6000.0
515436,1,1200.0
515437,8,2000.0
515430,1,1200.0
456758,7,1200.0
4200,1,1200.0
4201,1,1200.0
167366,8,1200.0
167367,10,1200.0
442125,1,1200.0
251445,8,2000.0
167368,3,1200.0
442126,1,1200.0
167369,3,1200.0
251440,5,2000.0
417192,4,2000.0
417194,1,2000.0
251446,5,2000.0
251447,12,6000.0
515429,1,1200.0
251448,2,1200.0
374790-584599,1,1200.0
251449,1,1200.0
456721,1,1200.0
456722,1,1200.0
144642-144643,1,1200.0
499394-499390,5,1200.0
417123,2,3000.0
417125,8,3000.0
417126,1,6000.0
76542,7,6000.0
76545,35,6000.0
76546,49,6000.0
76547,32,6000.0
76549,38,6000.0
4208,1,1200.0
4209,2,1200.0
417137,8,3000.0
76537,41,6000.0
76539,75,6000.0
456741,22,6000.0
4230,1,6000.0
456702,7,4000.0
456706,4,3000.0
456707,6,1200.0
456708,6,1200.0
456709,6,1200.0
299462,1,4000.0
299454,1,4000.0
299455,1,4000.0
456710,3,1200.0
456712,87,12000.0
4241,1,1200.0
456713,2,2400.0
364834-364835,1,1200.0
456716,23,3000.0
584478-584480,1,2400.0
299464,1,4000.0
76551,12,6000.0
251489,8,1200.0
76554,40,6000.0
205067-205065,1,2000.0
4237,1,1200.0
4239,1,1200.0
613623-6676,2,2000.0
76580,2,2400.0
358300,18,2000.0
254474-254475,3,8000.0
358301,5,2000.0
358302,17,2000.0
4249,1,1200.0
4261,1,1200.0
4262,1,1200.0
4264,1,1200.0
4266,1,1200.0
358308,1,1200.0
358309,6,1200.0
358303,5,2000.0
358304,17,2000.0
358305,5,2000.0
358310,4,1200.0
358311,6,1200.0
144091-144089,1,1200.0
358313,6,2000.0
299405,11,8000.0
76578,1,8000.0
76579,2,2400.0
4277,2,2000.0
358314,6,2000.0
358315,6,2000.0
358316,6,2000.0
358321,6,2000.0
358322,1,1200.0
358324,1,1200.0
358320,5,2000.0
4268,1,1200.0
4283,40,6000.0
358326,1,1200.0
358328,1,1200.0
299422,3,1200.0
358334,1,1200.0
358335,1,1200.0
299426,3,1200.0
358330,1,1200.0
588382,1,2400.0
205743-336443,1,3000.0
616344-616346,1,1200.0
358219,7,6000.0
358216,1,2000.0
296852-296854,9,2000.0
4292,5,1200.0
449759-363352,1,6000.0
358222,1,1200.0
420531-420529,3,1200.0
536091-149125-149126-149127,2,3000.0
108979,3,3000.0
540496,2,2000.0
108991,1,3000.0
540498,2,2000.0
358226,1,1200.0
358227,1,1200.0
613842,3,1200.0
613843,1,1200.0
358236,8,3000.0
57251-57255,3,1200.0
358230,1,1200.0
358231,7,4000.0
108988,1,6000.0
446866-481230,12,6000.0
108989,3,6000.0
503981-503983,15,2000.0
397800,3,1200.0
397807,2,1200.0
397808,6,1200.0
310383,4,1200.0
397801,3,1200.0
613830,29,6000.0
310384,11,1200.0
310385,1,1200.0
613822,26,3000.0
310376,1,1200.0
613823,8,3000.0
310377,1,1200.0
613824,11,6000.0
358247,27,6000.0
613827,27,6000.0
358241,12,1200.0
613828,53,6000.0
358242,11,1200.0
588474,29,9000.0
108973,28,12000.0
540478,1,1200.0
108974,64,12000.0
108975,28,12000.0
108976,19,12000.0
108970,76,12000.0
108971,27,12000.0
547471-547469,22,6000.0
108972,73,12000.0
540477,1,1200.0
358248,32,6000.0
358249,27,6000.0
613820,27,3000.0
571386-571387-585233,21,8000.0
613821,8,3000.0
613811,10,3000.0
358255,1,1200.0
310387,1,1200.0
613812,27,3000.0
358256,1,1200.0
613813,8,3000.0
613814,27,3000.0
613815,8,3000.0
420528-420530,2,1200.0
613816,27,3000.0
613817,8,3000.0
358253,1,1200.0
613818,27,3000.0
358254,1,1200.0
613819,8,3000.0
540482,1,1200.0
108969,24,6000.0
540480,1,1200.0
310361,8,9000.0
133900,9,1200.0
613810,27,3000.0
613800,5,1200.0
358266,5,2000.0
358267,16,2000.0
613802,10,6000.0
383214,28,6000.0
613804,27,3000.0
613805,10,3000.0
613806,27,3000.0
76501,31,6000.0
613807,10,3000.0
613808,27,3000.0
613809,10,3000.0
358260,5,2000.0
76505,3,4000.0
358261,10,2000.0
76506,3,4000.0
299490,1,1200.0
299491,1,4000.0
299492,28,4000.0
371340-371341-371342,11,1200.0
310371,6,8000.0
299496,3,1200.0
610990-610992,11,2000.0
324984,4,3000.0
397842,6,2000.0
324986,8,3000.0
397843,1,2000.0
324987,4,3000.0
324988,8,6000.0
324989,8,6000.0
615692-181495,31,3000.0
586705-376285,25,3000.0
358285,2,1200.0
358286,1,1200.0
324990,8,6000.0
397852,1,1200.0
588413,1,1200.0
397853,1,1200.0
324975,5,6000.0
324976,4,6000.0
324977,4,6000.0
324978,4,6000.0
81119-81120-81121,4,8000.0
358299,4,2000.0
304385-29097-29095,1,1200.0
358298,17,2000.0
324981,9,3000.0
324982,5,3000.0
324983,8,3000.0
358290,1,1200.0
167320,18,6000.0
226500,25,6000.0
310314,1,1200.0
167318,14,4000.0
167319,6,6000.0
223667-223668-223669,33,6000.0
383249,2,1200.0
220787-620052,2,1200.0
397886,2,1200.0
397887,3,1200.0
324946,1,1200.0
226517,2,2400.0
226515,2,2400.0
167337,2,1200.0
167338,6,1200.0
158129-392397,27,3000.0
397894,3,1200.0
226505,34,6000.0
226506,42,6000.0
226507,41,6000.0
226504,22,6000.0
613899,25,3000.0
310300,2,1200.0
310302,2,1200.0
172531-87313,1,1200.0
613893,1,1200.0
613894,1,1200.0
613895,37,12000.0
226534,3,2000.0
613896,65,12000.0
442087,2,4000.0
226535,1,2000.0
442088,2,4000.0
613897,25,3000.0
442089,2,4000.0
613898,10,3000.0
272701-397614-363559,2,1200.0
267796-372296,3,2000.0
497348-51304,1,1200.0
251509,6,1200.0
226527,5,2000.0
613880,9,6000.0
226528,1,2000.0
226529,5,2000.0
324918,141,16000.0
613883,9,1200.0
613884,7,1200.0
226523,1,2400.0
613885,4,1200.0
226526,2,2000.0
226530,2,2000.0
226531,5,2000.0
226532,2,2000.0
251500,8,3000.0
226533,4,2000.0
251505,14,6000.0
251506,13,6000.0
251507,13,6000.0
251508,13,6000.0
251501,1,1200.0
251504,13,6000.0
324900,1,1200.0
324902,1,1200.0
324904,1,1200.0
613866,1,3000.0
576846-24365,29,3000.0
613860,8,1200.0
613861,8,1200.0
613862,9,1200.0
483899-380458-490021,17,4000.0
613865,15,1200.0
226548,4,3000.0
613859,7,1200.0
456446,4,1200.0
265700,1,1200.0
88966-30428-526561,2,2000.0
529908,4,2400.0
365569-365562-365564-365566,13,2000.0
226101,8,1200.0
226102,6,600.0
529912,1,4000.0
529913,3,4000.0
226100,1,1200.0
456458,1,1200.0
456459,2,1200.0
529919,1,4000.0
529914,3,4000.0
275937-437375,19,2000.0
529915,2,4000.0
529916,2,4000.0
456460,1,1200.0
456461,2,1200.0
119185-119179,1,1200.0
244729-297828,3,600.0
153718-153715-11104,4,6000.0
288628-569780,3,1200.0
226119,9,3000.0
226123,1,1200.0
226120,1,1200.0
226122,2,1200.0
456444,4,1200.0
515302,2,1200.0
515304,26,6000.0
181381-181383,1,1200.0
515300,66,6000.0
37093,1,1200.0
59334-59335,40,6000.0
192675,13,3000.0
529956,3,6000.0
192676,13,3000.0
529957,5,1200.0
529951,5,1200.0
529952,4,1200.0
529953,1,1200.0
554908,2,4000.0
153084,3,1200.0
153085,6,1200.0
456411,1,1200.0
244875-10980,31,3000.0
153069,51,6000.0
529958,6,1200.0
529959,7,1200.0
418546-418544-418542,15,3000.0
529966,3,1200.0
529961,6,1200.0
529962,6,1200.0
529963,10,1200.0
529964,1,1200.0
529960,6,1200.0
153098,4,1200.0
595901-595899-270861,4,2400.0
226161,2,3000.0
192650,1,1200.0
153088,2,1200.0
153089,2,1200.0
4320,2,1200.0
4321,1,1200.0
529943,11,3000.0
529944,2,1200.0
226159,29,6000.0
226154,8,1200.0
307637-92423-92400-92614-92611-87982,5,12000.0
153097,1,1200.0
226189,1,1200.0
76663,5,1200.0
76664,1,1200.0
76665,4,1200.0
76666,1,1200.0
226181,1,2000.0
4324,1,4000.0
4325,1,4000.0
290754,1,1200.0
290755,11,1200.0
265777,1,1200.0
71001-429940,2,3000.0
290752,1,1200.0
265779,1,1200.0
76650,190,24000.0
251147,25,6000.0
76651,197,24000.0
265780,1,1200.0
265781,2,6000.0
290759,4,1200.0
290764,11,1200.0
290767,5,1200.0
265760,2,3000.0
265763,2,6000.0
62037,27,4000.0
62038,28,4000.0
62039,25,4000.0
299100,6,1200.0
290768,9,1200.0
4349,1,4000.0
290769,4,1200.0
62040,27,4000.0
62041,24,4000.0
290777,2,1200.0
62045,2,1200.0
62047,1,1200.0
62049,1,1200.0
290770,12,1200.0
226197,1,2400.0
76675,1,1200.0
76676,1,1200.0
226199,7,1200.0
4356,13,1200.0
4357,14,1200.0
4358,15,1200.0
226195,1,2400.0
83718-393833,1,9000.0
226190,4,1200.0
62051,1,1200.0
62052,2,1200.0
55307-55305,1,4000.0
62050,5,1200.0
62063,28,6000.0
24813-24809,3,6000.0
266166-266164,12,2000.0
251189,1,2400.0
76693,7,8000.0
76697,6,1200.0
76698,14,1200.0
30080-331709,20,3000.0
267840-48266-48264,10,1200.0
290728,2,4000.0
290729,2,4000.0
290731,5,4000.0
62084,14,6000.0
265797,1,4000.0
290733,6,4000.0
290734,2,1200.0
265796,2,4000.0
290730,2,4000.0
251170,6,3000.0
99382-235807,2,3000.0
251168,6,6000.0
588260,1,1200.0
62081,21,6000.0
588266,1,1200.0
62082,21,6000.0
588267,1,1200.0
62083,21,6000.0
206066-206063,25,6000.0
517746-517749-617584,14,3000.0
613724,1,1200.0
311061-311062,7,8000.0
40681-102220,14,3000.0
324665,1,1200.0
540366,4,1200.0
540367,1,1200.0
299187,1,1200.0
167610,1,1200.0
167612,1,1200.0
167614,1,1200.0
393614-393616-393618,1,1200.0
588352,1,3000.0
588353,2,3000.0
540355,27,4000.0
299190,10,1200.0
540356,25,4000.0
299191,10,1200.0
299192,6,1200.0
542482-542478,1,1200.0
299193,11,1200.0
299194,13,1200.0
299195,10,1200.0
365033-365031,1,1200.0
299196,7,1200.0
310031,1,1200.0
299197,7,1200.0
299198,3,1200.0
299199,7,1200.0
554998,1,2000.0
554996,1,2000.0
167608,1,1200.0
324663,1,1200.0
290787,16,1200.0
467307-131472-131458,7,6000.0
299122,3,3000.0
299130,4,600.0
397516,2,2000.0
397517,2,2000.0
299123,1,1200.0
299124,1,1200.0
299125,1,1200.0
299128,4,600.0
62000,2,2000.0
62003,3,1200.0
62004,2,1200.0
219025-473034,1,600.0
198666-50403-50407,1,1200.0
110333-110334,7,8000.0
515346,14,3000.0
515347,11,3000.0
128078,3,1200.0
128079,1,1200.0
153036,3,2400.0
153037,8,1200.0
515344,14,3000.0
486381-350937-625713-625712-349913,39,6000.0
515345,12,3000.0
128070,3,1200.0
128071,7,1200.0
382101-461437-461435,6,2400.0
128072,9,1200.0
167673,1,3000.0
192630,10,6000.0
167674,2,6000.0
554944,1,1200.0
529990,4,1200.0
397555,1,1200.0
37041,1,1200.0
397556,1,1200.0
128067,1,1200.0
397557,1,1200.0
397558,1,1200.0
37043,1,1200.0
128068,3,1200.0
397551,3,1200.0
515331,1,1200.0
515332,1,1200.0
397553,2,1200.0
397554,1,1200.0
515330,2,1200.0
128060,1,1200.0
167670,1,3000.0
167671,1,3000.0
167672,1,3000.0
192644,1,1200.0
192646,1,1200.0
167669,1,3000.0
192647,1,1200.0
397560,1,1200.0
397561,2,4000.0
37030,14,6000.0
37035,14,6000.0
613790,6,1200.0
37036,11,6000.0
613791,2,1200.0
613792,3,1200.0
613793,3,6000.0
613797,10,9000.0
167695,2,6000.0
613789,2,1200.0
167696,2,6000.0
603196-132015,1,4000.0
554920,6,1200.0
554929,5,1200.0
37039,3,6000.0
554925,5,4000.0
554928,8,1200.0
153043,2,4000.0
153044,2,4000.0
153047,1,1200.0
153049,1,1200.0
192626,13,1200.0
515350,3,1200.0
192627,1,1200.0
192628,2,1200.0
192629,8,6000.0
613786,4,1200.0
167692,2,9000.0
167693,2,6000.0
613787,2,1200.0
613788,6,1200.0
167694,2,6000.0
554911,6,6000.0
529988,4,1200.0
495977,1,1200.0
554912,6,6000.0
192620,1,1200.0
554913,6,6000.0
529984,4,1200.0
105254-106114-106116,1,1200.0
192624,7,1200.0
192625,10,1200.0
529986,4,1200.0
529980,3,1200.0
529982,3,1200.0
554914,10,6000.0
554915,10,6000.0
554917,42,6000.0
397589,4,1200.0
554990,1,2000.0
554991,3,6000.0
554992,21,6000.0
515380,1,1200.0
613777,1,4000.0
554987,1,2000.0
167631,27,3000.0
554989,1,2000.0
167632,11,3000.0
554986,15,6000.0
397591,41,6000.0
167637,2,2000.0
167638,1,2000.0
397594,1,1200.0
84582-481228,1,1200.0
515379,1,1200.0
540335,1,4000.0
515376,28,6000.0
37002,10,4000.0
613756,5,1200.0
613757,5,1200.0
613758,7,1200.0
554972,9,6000.0
456380,8,3000.0
577280-577278,1,6000.0
540340,1,1200.0
456346,1,1200.0
456348,1,1200.0
540326,1,2000.0
397562,2,4000.0
128090,7,1200.0
128091,7,1200.0
128092,5,1200.0
554970,1,6000.0
226200,30,6000.0
554965,2,4000.0
554966,2,4000.0
167653,3,3000.0
554967,2,4000.0
167654,3,3000.0
554968,2,4000.0
167655,2,3000.0
554961,2,4000.0
